Dataflow,STAT_UNIT,UNIT_MEASURE,EDU_LEVEL,EDU_CAT,SECTOR_EDU,EXPENDITURE_TYPE,SOURCE_FUND,FUND_FLOW,TEACH_EXPERIENCE,CONTRACT_TYPE,REF_AREA,TIME_PERIOD,OBS_VALUE,UNIT_MULT,FREQ,DECIMALS,OBS_STATUS
UNESCO:EDU_FINANCE(1.0),EDU_EXP,GOV_EXP_EDU,L2,_T,_T,_T,GOV,_T,_Z,_Z,AL,2013,13.78926,0,A,5,A
UNESCO:EDU_FINANCE(1.0),EDU_EXP,GOV_EXP_EDU,L2,_T,_T,_T,GOV,_T,_Z,_Z,AL,2015,17.15256,0,A,5,A
UNESCO:EDU_FINANCE(1.0),EDU_EXP,GOV_EXP_EDU,L2,_T,_T,_T,GOV,_T,_Z,_Z,AL,2016,18.34952,0,A,5,A
UNESCO:EDU_FINANCE(1.0),EDU_EXP,GOV_EXP_EDU,L2,_T,_T,_T,GOV,_T,_Z,_Z,AL,2017,17.34807,0,A,5,A
UNESCO:EDU_FINANCE(1.0),EDU_EXP,GOV_EXP_EDU,L2,_T,_T,_T,GOV,_T,_Z,_Z,AM,2012,25.81088,0,A,5,A
UNESCO:EDU_FINANCE(1.0),EDU_EXP,GOV_EXP_EDU,L2,_T,_T,_T,GOV,_T,_Z,_Z,AM,2013,25.36095,0,A,5,A
UNESCO:EDU_FINANCE(1.0),EDU_EXP,GOV_EXP_EDU,L2,_T,_T,_T,GOV,_T,_Z,_Z,AM,2014,23.26495,0,A,5,A
UNESCO:EDU_FINANCE(1.0),EDU_EXP,GOV_EXP_EDU,L2,_T,_T,_T,GOV,_T,_Z,_Z,AM,2015,25.50855,0,A,5,A
UNESCO:EDU_FINANCE(1.0),EDU_EXP,GOV_EXP_EDU,L2,_T,_T,_T,GOV,_T,_Z,_Z,AM,2016,28.05580,0,A,5,A
UNESCO:EDU_FINANCE(1.0),EDU_EXP,GOV_EXP_EDU,L2,_T,_T,_T,GOV,_T,_Z,_Z,AM,2017,26.28724,0,A,5,A
UNESCO:EDU_FINANCE(1.0),EDU_EXP,GOV_EXP_EDU,L2,_T,_T,_T,GOV,_T,_Z,_Z,BG,1998,20.55379,0,A,5,A
UNESCO:EDU_FINANCE(1.0),EDU_EXP,GOV_EXP_EDU,L2,_T,_T,_T,GOV,_T,_Z,_Z,BG,2001,22.45555,0,A,5,A
UNESCO:EDU_FINANCE(1.0),EDU_EXP,GOV_EXP_EDU,L2,_T,_T,_T,GOV,_T,_Z,_Z,BG,2002,22.05228,0,A,5,A
UNESCO:EDU_FINANCE(1.0),EDU_EXP,GOV_EXP_EDU,L2,_T,_T,_T,GOV,_T,_Z,_Z,BG,2003,20.41322,0,A,5,A
UNESCO:EDU_FINANCE(1.0),EDU_EXP,GOV_EXP_EDU,L2,_T,_T,_T,GOV,_T,_Z,_Z,BG,2004,18.68916,0,A,5,A
UNESCO:EDU_FINANCE(1.0),EDU_EXP,GOV_EXP_EDU,L2,_T,_T,_T,GOV,_T,_Z,_Z,BG,2005,20.91757,0,A,5,A
UNESCO:EDU_FINANCE(1.0),EDU_EXP,GOV_EXP_EDU,L2,_T,_T,_T,GOV,_T,_Z,_Z,BG,2006,20.19487,0,A,5,A
UNESCO:EDU_FINANCE(1.0),EDU_EXP,GOV_EXP_EDU,L2,_T,_T,_T,GOV,_T,_Z,_Z,BG,2007,20.04726,0,A,5,A
UNESCO:EDU_FINANCE(1.0),EDU_EXP,GOV_EXP_EDU,L2,_T,_T,_T,GOV,_T,_Z,_Z,BG,2008,19.09099,0,A,5,A
UNESCO:EDU_FINANCE(1.0),EDU_EXP,GOV_EXP_EDU,L2,_T,_T,_T,GOV,_T,_Z,_Z,BG,2009,18.32976,0,A,5,A
UNESCO:EDU_FINANCE(1.0),EDU_EXP,GOV_EXP_EDU,L2,_T,_T,_T,GOV,_T,_Z,_Z,BG,2010,19.56173,0,A,5,A
UNESCO:EDU_FINANCE(1.0),EDU_EXP,GOV_EXP_EDU,L2,_T,_T,_T,GOV,_T,_Z,_Z,BG,2011,19.09440,0,A,5,A
UNESCO:EDU_FINANCE(1.0),EDU_EXP,GOV_EXP_EDU,L2,_T,_T,_T,GOV,_T,_Z,_Z,BG,2012,19.04709,0,A,5,A
UNESCO:EDU_FINANCE(1.0),EDU_EXP,GOV_EXP_EDU,L2,_T,_T,_T,GOV,_T,_Z,_Z,BG,2013,19.43775,0,A,5,A
UNESCO:EDU_FINANCE(1.0),EDU_EXP,GOV_EXP_EDU,L2,_T,_T,_T,GOV,_T,_Z,_Z,CZ,1998,24.18475,0,A,5,A
